NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/22/16,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",9.4,",,7",-2.2,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/23/16,,,,,4.1,",,7,0800",0,",,7,",0,",,7,",3.3,",,7",1.1,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/24/16,,,,,17,",,7,0800",0,",,7,",0,",,7,",10.6,",,7",1.1,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/25/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",10.6,",,7",-1.1,",,7",-0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,2/29/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",15,",,7",-2.2,",,7",0,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/1/16,,,,,1,",,7,0800",0,",,7,",0,",,7,",18.9,",,7",0,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/2/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",3.3,",,7",-6.1,",,7",-5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/3/16,,,,,2.3,",,7,0800",13,",,7,",0,",,7,",4.4,",,7",-5,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/4/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",2.8,",,7",-1.7,",,7",-0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/5/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.7,",,7",-1.7,",,7",0.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/6/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",10,",,7",0.6,",,7",3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/7/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",15,",,7",3.3,",,7",3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/8/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",25,",,7",2.8,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/9/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",27.8,",,7",2.2,",,7",16.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/10/16,,,,,0.3,",,7,0800",,,,,26.7,",,7",10,",,7",12.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/12/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",2.2,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/13/16,,,,,15.2,",,7,0800",0,",,7,",0,",,7,",13.3,",,7",6.7,",,7",7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/14/16,,,,,2.5,",,7,0800",0,",,7,",0,",,7,",8.9,",,7",6.7,",,7",6.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/16/16,,,,,0.3,",,7,0800",0,",,7,",0,",,7,",22.8,",,7",1.7,",,7",1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/18/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",18.3,",,7",1.1,",,7",1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/20/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",5,",,7",0.6,",,7",2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/21/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",10.6,",,7",-4.4,",,7",-4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/24/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",24.4,",,7",2.8,",,7",16.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/27/16,,,,,8.9,",,7,0800",0,",,7,",0,",,7,",14.4,",,7",1.1,",,7",9.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/28/16,,,,,1,",,7,0800",0,",,7,",0,",,7,",17.8,",,7",7.2,",,7",7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/30/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",17.2,",,7",-4.4,",,7",13.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,3/31/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",20.6,",,7",12.8,",,7",18.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/1/16,,,,,1.5,",,7,0800",0,",,7,",0,",,7,",27.2,",,7",8.9,",,7",8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/2/16,,,,,1,",,7,0800",0,",,7,",0,",,7,",16.1,",,7",-0.6,",,7",0,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/3/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",-0.6,",,7",8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/4/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",-2.8,",,7",-2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/5/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",8.3,",,7",-7.2,",,7",-7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/6/16,,,,,0.5,",,7,0800",0,",,7,",0,",,7,",12.8,",,7",-7.2,",,7",8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/7/16,,,,,5.6,",,7,0800",0,",,7,",0,",,7,",14.4,",,7",3.3,",,7",3.3,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/8/16,,,,,0.3,",,7,0800",0,",,7,",0,",,7,",10,",,7",-1.1,",,7",2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/9/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",6.1,",,7",-6.1,",,7",-6.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/10/16,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",-6.7,",,7",7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/11/16,,,,,0.3,",,7,0800",0,",,7,",0,",,7,",23.3,",,7",6.7,",,7",12.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/12/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",16.7,",,7",-2.8,",,7",-2.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/13/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",14.4,",,7",-2.8,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/14/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",17.2,",,7",-2.2,",,7",-1.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/15/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",18.3,",,7",-1.7,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/16/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",25,",,7",-1.1,",,7",-1.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/17/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",23.9,",,7",-1.1,",,7",5.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/18/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",30.6,",,7",5,",,7",7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/19/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",27.2,",,7",2.2,",,7",2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/20/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",21.7,",,7",2.2,",,7",11.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/21/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",23.9,",,7",7.8,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/22/16,,,,,1.3,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",11.1,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/23/16,,,,,24.1,",,7,0800",0,",,7,",0,",,7,",20.6,",,7",1.7,",,7",2.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/24/16,,,,,0.5,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",2.2,",,7",4.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/25/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",27.8,",,7",4.4,",,7",17.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/26/16,,,,,,,0,",,7,",0,",,7,",,,,,,,,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/27/16,,,,,0.5,",,7,0800",0,",,7,",0,",,7,",13.9,",,7",10.6,",,7",10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/28/16,,,,,8.9,",,7,0800",0,",,7,",0,",,7,",11.7,",,7",6.7,",,7",7.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/29/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",6.7,",,7",10,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,4/30/16,,,,,6.9,",,7,0800",0,",,7,",0,",,7,",13.3,",,7",9.4,",,7",10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/1/16,,,,,6.1,",,7,0800",0,",,7,",0,",,7,",18.9,",,7",10.6,",,7",12.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/2/16,,,,,5.6,",,7,0800",0,",,7,",0,",,7,",30,",,7",12.8,",,7",15.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/3/16,,,,,6.9,",,7,0800",0,",,7,",0,",,7,",30,",,7",9.4,",,7",9.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/4/16,,,,,14.7,",,7,0800",0,",,7,",0,",,7,",18.3,",,7",8.3,",,7",8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/5/16,,,,,9.9,",,7,0800",0,",,7,",0,",,7,",12.8,",,7",8.9,",,7",9.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/6/16,,,,,12.2,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",8.9,",,7",8.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/7/16,,,,,2.8,",,7,0800",0,",,7,",0,",,7,",18.3,",,7",8.9,",,7",11.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/8/16,,,,,0.3,",,7,0800",0,",,7,",0,",,7,",20.6,",,7",3.9,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/9/16,,,,,3.8,",,7,0800",0,",,7,",0,",,7,",17.8,",,7",5,",,7",11.7,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/10/16,,,,,6.4,",,7,0800",0,",,7,",0,",,7,",16.7,",,7",10.6,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/11/16,,,,,3,",,7,0800",0,",,7,",0,",,7,",14.4,",,7",11.1,",,7",12.8,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/12/16,,,,,2,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",12.8,",,7",13.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/13/16,,,,,2.5,",,7,0800",0,",,7,",0,",,7,",24.4,",,7",7.2,",,7",19.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/14/16,,,,,5.6,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",6.1,",,7",12.2,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/15/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",1.7,",,7",3.9,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/16/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",18.9,",,7",1.1,",,7",10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/17/16,,,,,4.3,",,7,0800",0,",,7,",0,",,7,",18.9,",,7",3.3,",,7",10,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/18/16,,,,,0.5,",,7,0800",0,",,7,",0,",,7,",13.9,",,7",10,",,7",10,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/19/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",21.1,",,7",4.4,",,7",5,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/20/16,,,,,16.3,",,7,0800",0,",,7,",0,",,7,",22.8,",,7",5,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/21/16,,,,,2.3,",,7,0800",0,",,7,",0,",,7,",12.8,",,7",10.6,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/22/16,,,,,14.5,",,7,0800",0,",,7,",0,",,7,",12.2,",,7",10,",,7",11.1,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/23/16,,,,,1.5,",,7,0800",0,",,7,",0,",,7,",23.9,",,7",9.4,",,7",10.6,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/24/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",27.2,",,7",10.6,",,7",14.4,",,7,0800",,,
USC00449186,"WINCHESTER 7 SE, VA US",39.10837,-78.15252,207.3,5/25/16,,,,,0,",,7,0800",0,",,7,",0,",,7,",29.4,",,7",12.8,",,7",17.2,",,7,0800",,,
